RMS,Spectral Slope,Zero Crossings,MFCC(2),Spectral RollOff,MFCC(4),MFCC(13),MFCC(11),MFCC(1),MFCC(12),Spectral Spread,Class
-20.551,-4.98E-07,0.018803,3.8125,147,0.61327,0.089917,-0.12592,-30.061,-0.0098448,165.19,'music'
-20.44,-7.77E-07,0.0442,3.5258,397,1.1234,0.15369,0.091241,-26.594,-0.016734,436.23,'music'
-18.855,-7.73E-07,0.17387,1.5738,576,1.3051,-0.5611,-0.37388,-25.633,-0.3676,1429.3,'music'
-17.35,-1.45E-06,0.032234,4.7742,166,0.6592,0.24373,-0.092651,-26.318,-0.093523,241.26,'music'
-24.207,-7.96E-07,0.12283,1.9199,630,1.8895,-0.2337,-0.3897,-25.426,-0.20729,1137.2,'music'
-19.326,-9.45E-07,0.046642,4.9608,261,0.88191,-0.26415,-0.088596,-26.975,-0.014876,399.01,'music'
-20.167,-1.10E-06,0.079853,3.3322,541,0.88263,0.015356,-0.1473,-24.763,-0.26038,867.84,'speech'
-45.056,-6.81E-08,0.17705,1.6995,1364,-0.14665,-0.030807,-0.14727,-30.357,-0.13718,2091.6,'speech'
-13.046,-2.47E-06,0.076679,3.5401,407,0.55229,-1.0349,0.43858,-22.918,-0.33505,788.29,'music'
-12.475,-2.80E-06,0.066667,3.8636,409,0.37537,-0.061767,-0.066461,-22.353,-0.056799,713.39,'speech'
-11.012,-4.16E-06,0.060317,3.4605,510,-0.40099,0.20957,-0.12468,-20.76,0.22839,727.32,'speech'
-16.787,-1.60E-06,0.063736,2.2524,765,0.53841,-0.0068861,0.21534,-23.061,-0.061732,643.52,'music'
-12.721,-1.86E-06,0.073504,2.1859,1047,0.24717,-0.052658,-0.031455,-22.165,-0.072898,778.41,'music'
-26.704,-3.90E-07,0.23907,2.2547,802,1.3505,-0.12431,-0.32374,-26.753,0.025626,1038.3,'speech'
-26.198,-5.18E-07,0.071062,2.1971,583,1.2814,-0.11395,-0.30527,-27.075,-0.57026,648.12,'music'
-16.196,-1.45E-06,0.038095,3.2563,523,0.58431,-0.078495,-0.048556,-24.662,-0.10854,336.26,'music'
-27.478,-6.61E-07,0.13333,1.4148,720,2.5749,0.18013,0.13034,-25.926,-0.4825,1198.3,'speech'
-27.716,-2.25E-07,0.13578,1.9022,859,0.78615,-0.17074,0.52152,-28.542,-0.44894,1820.5,'speech'
-41.523,-1.18E-07,0.24762,0.75002,1296,0.66592,0.053394,-0.277,-28.767,0.18923,2539.7,'speech'
-12.014,-2.60E-06,0.10745,2.0884,756,0.43315,0.45657,-0.18879,-21.313,0.81375,1048.5,'music'
-8.657,-6.19E-06,0.13504,2.9108,561,-0.36919,0.11026,0.21771,-19.546,0.13675,734.38,'speech'
-12.406,-2.19E-06,0.032234,6.0083,126,0.6422,-0.013194,-0.49977,-27.322,-0.19043,249.67,'speech'
-14.421,-2.95E-06,0.10501,3.8351,521,2.6056,-0.268,-0.59733,-23.241,0.026321,1552.2,'speech'
-20.912,-8.73E-07,0.031013,4.179,223,0.79842,-0.085756,-0.20167,-27.162,-0.18409,237.95,'music'
-26.181,-3.56E-07,0.016117,3.3761,402,0.25837,0.10908,0.0035626,-28.876,-0.016466,264.27,'music'
-23.415,-8.75E-07,0.11746,1.5537,567,2.6217,-0.3556,0.21258,-26.842,0.69956,1193.9,'speech'
-10.135,-2.80E-06,0.097436,0.17204,828,2.112,0.3528,0.14926,-21.72,-0.16707,1351.5,'speech'
-12.398,-3.41E-06,0.070818,4.0305,306,-0.32486,0.074934,0.48188,-22.286,0.43191,501.15,'speech'
-22.791,-7.62E-07,0.28816,2.7762,1303,-0.27407,0.10198,-0.17811,-25.103,-0.015979,1392.4,'speech'
-16.241,-1.52E-06,0.10379,2.7145,535,1.3499,-0.12225,-0.46257,-23.488,-0.39571,1021.3,'music'
-19.626,-7.71E-07,0.045177,1.8772,622,1.313,-0.761,-0.043459,-26.227,-0.31778,572.16,'music'
-16.326,-1.89E-06,0.031013,4.3331,281,1.6849,0.012006,-0.21415,-25.009,0.14734,275.91,'music'
-10.906,-2.01E-06,0.076923,0.6378,822,1.8667,0.22433,-0.24868,-22.6,0.73012,1169.5,'speech'
-13.082,-2.59E-06,0.12698,2.2283,538,-1.4548,0.14139,-0.0069356,-23.148,0.64272,714.76,'speech'
-28.1,-7.24E-07,0.088645,4.1966,332,-0.45588,0.33343,-0.70917,-26.51,-0.31056,513.61,'speech'
-24.695,-2.78E-07,0.01978,-0.20915,1512,1.7825,-0.11173,0.13687,-28.14,0.7391,1116.3,'music'
-18.821,-1.24E-06,0.070085,2.3309,787,0.71358,0.16286,-0.099557,-23.436,0.042579,771.08,'music'
-37.435,-1.78E-07,0.16044,1.7994,1363,-0.042617,-0.071389,0.030501,-27.726,-0.15388,2113.7,'speech'
-12.76,-4.27E-06,0.11331,2.5475,551,1.7897,-0.37946,-0.34415,-20.837,0.28969,1307.2,'speech'
-25.469,-7.65E-07,0.23101,2.1164,1016,1.0862,0.26027,-0.51148,-25.091,-0.38273,906.41,'speech'
-12.347,-2.61E-06,0.10037,3.4723,432,0.39078,-0.07412,-0.17829,-23.224,-0.17517,658.62,'speech'
-20.181,-9.18E-07,0.079121,3.7721,393,0.99166,-0.12429,-0.26941,-25.649,0.039239,716.36,'music'
-23.385,-9.49E-07,0.069841,3.1971,641,-0.27157,0.57084,-0.13241,-25.037,-0.036313,674.65,'speech'
-30.159,-3.89E-07,0.070818,2.9642,647,-0.022154,-0.30982,-0.31026,-26.827,-0.16321,766.23,'speech'
-14.698,-1.43E-06,0.20659,0.73779,1410,0.1614,-0.35534,-0.16226,-21.745,-0.17411,2414.1,'music'
-18.749,-9.93E-07,0.065446,1.8787,544,1.9721,0.16793,0.047583,-25.251,-0.071445,706.14,'speech'
-20.821,6.60E-08,0.33065,0.95348,1596,-0.19384,0.12028,-0.32919,-25.452,-0.26996,4646,'speech'
-14.742,-1.49E-06,0.10818,1.8187,621,1.6613,-0.32773,-0.26688,-23.808,-0.3268,921.64,'music'
-18.685,-1.75E-06,0.12894,2.6347,616,1.2881,0.31681,-0.059281,-22.716,0.20892,1099.9,'speech'
-16.415,-1.00E-06,0.024908,4.6715,138,0.96821,-0.013226,-0.15768,-28.227,-0.23249,194.03,'music'
-27.816,-4.13E-07,0.067643,2.0314,1087,0.74596,0.01533,-0.11602,-26.404,-0.19735,816.15,'speech'
-19.495,-1.08E-06,0.092552,2.8646,495,1.1913,-0.6323,-0.10684,-24.689,-0.49193,905.59,'music'
-28.48,-4.13E-07,0.2127,0.7257,1376,1.0732,-0.048627,0.011418,-25.539,-0.050725,2648.2,'speech'
-14.243,-1.98E-06,0.11624,1.4963,846,0.67014,-0.010306,0.45407,-22.021,0.10717,1447.8,'music'
-16.058,-2.34E-06,0.071062,3.0192,511,0.45018,-0.027981,-0.29389,-22.581,0.0064842,625.17,'music'
-15.42,-2.05E-06,0.12015,2.8742,583,0.27363,-0.086272,-0.25151,-22.026,-0.16622,905.37,'music'
-13.255,-3.10E-06,0.1812,1.098,671,1.7965,-0.48144,-0.29882,-21.253,-0.59522,1751.4,'music'
-11.086,-2.73E-06,0.082295,1.8027,668,1.9084,0.48145,-0.029825,-22.266,-0.30162,765.36,'speech'
-22.078,-8.57E-07,0.13333,2.3507,512,1.2002,-0.19623,-0.3824,-25.847,-0.83567,1414.4,'music'
-24.793,-4.68E-07,0.022711,3.327,410,0.3914,-0.1884,0.016249,-28.124,-0.2556,293.3,'music'
-12.558,-2.46E-06,0.15556,1.5847,695,1.2547,-0.016719,-0.036994,-21.631,-0.051847,1480,'music'
-24.643,-3.86E-07,0.013675,4.2962,196,0.37501,-0.43778,0.25078,-30.334,-0.0070586,194.37,'music'
-18.518,-1.14E-06,0.038095,4.4313,264,0.41407,0.07249,0.15759,-26.103,0.0068059,351.67,'music'
-11.575,-2.86E-06,0.055433,3.9092,525,0.35888,0.15042,-0.076647,-22.695,-0.070426,486.91,'speech'
-20.846,-6.12E-07,0.048352,2.1272,1086,0.53238,-0.16766,0.16641,-26.084,0.082539,719.24,'music'
-14.95,-4.19E-07,0.07326,1.5906,926,1.1508,-0.05737,-0.44322,-26.827,0.59551,844.76,'speech'
-27.206,-4.47E-07,0.22808,0.34461,858,1.0414,0.12433,-0.11255,-25.583,-0.075324,2512.6,'speech'
-17.877,-1.76E-06,0.059341,2.0289,995,0.38394,0.079825,-0.060699,-22.513,0.058591,1052.8,'music'
-11.034,-3.36E-06,0.081563,3.8108,473,1.1914,-0.084153,-0.18526,-22.063,0.23614,788.49,'speech'
-10.882,-1.95E-06,0.19902,0.56934,1364,-0.20151,0.10445,0.040446,-20.713,0.33746,2863.4,'speech'
-19.492,-9.17E-07,0.10281,2.0545,799,1.4375,0.045341,-0.42735,-24.357,-0.51636,1070.5,'music'
-12.6,-2.74E-06,0.14921,1.4603,1049,1.9824,0.045355,-0.39427,-22.691,-0.089753,721.05,'speech'
-36.189,-2.26E-07,0.20244,1.6323,1082,1.093,-0.038511,-0.079911,-27.844,-0.077635,1303.5,'speech'
-19.409,-6.16E-07,0.028816,4.1271,132,0.70688,0.10228,-0.084617,-29.713,0.072061,186.23,'music'
-20.103,-6.37E-07,0.076435,0.82466,1244,0.46742,0.052068,-0.1257,-25.273,0.093511,1080.5,'music'
-26.852,-6.41E-07,0.18803,1.0025,964,1.2189,-0.11111,-0.42363,-24.966,-0.44076,1480.4,'speech'
-16.024,-1.59E-06,0.039316,1.9607,478,1.4252,0.0060565,0.077718,-25.368,0.07691,365.3,'music'
-21.722,-1.13E-06,0.1746,2.0876,591,1.6857,-0.084762,-0.39716,-24.012,-0.50495,1448.6,'music'
-16.2,-1.98E-06,0.049573,4.2388,304,0.34892,-0.015541,0.046858,-23.948,0.063798,374.49,'music'
-9.2788,-5.18E-06,0.065446,3.0486,567,0.81699,-0.11318,-0.22241,-20.235,0.44467,811.46,'speech'
-14.253,-1.15E-06,0.01514,3.4191,97,0.69089,0.19423,0.20261,-28.39,0.44876,89.529,'music'
-22.771,-7.74E-07,0.073748,2.0985,688,1.0621,-0.1496,-0.22073,-25.149,-0.16056,735.46,'music'
-11.849,-2.12E-06,0.26764,1.6982,1327,0.1803,-0.075457,0.0099165,-21.789,0.23991,1440.4,'speech'
-25.716,-6.58E-07,0.11575,1.4101,574,1.8199,0.095612,-0.53683,-26.099,-0.44719,1355.5,'music'
-11.601,-3.71E-06,0.068132,2.905,793,0.42639,-0.15281,-0.01627,-20.87,0.11912,655.42,'music'
-33.761,-2.49E-07,0.17753,1.6276,1092,0.13307,0.017142,-0.086188,-26.948,-0.26396,1744.6,'speech'
-21.318,-9.09E-07,0.087179,2.4079,704,2.1538,0.20533,0.03756,-24.682,-0.31504,1305.7,'speech'
-11.499,-2.52E-06,0.10012,1.6089,1293,0.20014,-0.4877,-0.24792,-22.193,-0.25657,1259.3,'music'
-21.116,-1.11E-06,0.051038,2.7933,583,0.40516,0.22695,-0.053844,-24.962,-0.10905,579.93,'speech'
-11.131,-4.57E-06,0.13333,1.8037,619,0.90902,-0.50419,-0.37575,-20.555,-0.064507,975.83,'speech'
-12.918,-1.54E-06,0.17827,0.58031,1470,0.062088,0.19436,0.0031999,-21.457,0.0014923,2729.5,'speech'
-14.428,-2.67E-06,0.11746,2.703,584,0.24649,-0.2427,-0.044507,-21.202,-0.29689,1031.1,'music'
-16.316,-1.12E-06,0.080586,2.3407,755,0.15151,0.043545,0.022078,-24.299,-0.089364,813.22,'music'
-21.602,-1.44E-06,0.1265,2.0022,646,1.7548,-0.03697,0.51602,-23.599,-0.46809,1649.1,'speech'
-17.917,-2.31E-06,0.047375,4.4264,285,-0.016419,0.22029,-0.18793,-23.783,0.011926,620.28,'speech'
-15.607,-1.02E-06,0.051282,3.3702,466,1.868,-0.28062,0.1944,-25.76,0.18922,676.75,'speech'
-29.926,-3.64E-07,0.21197,0.63222,984,0.77756,-0.055832,-0.31846,-26.307,-0.28691,1798.1,'speech'
-30.403,-4.16E-07,0.052503,3.0462,523,0.60557,0.30172,0.019734,-27.605,-0.17889,608.18,'speech'
-12.168,-4.61E-06,0.10012,1.9484,617,1.6146,-0.20884,-0.42389,-20.259,0.64741,1176.2,'speech'
-27.812,-2.44E-07,0.081563,2.433,881,0.96902,-0.25192,-0.32979,-29.003,-0.25115,366.17,'speech'
-16.584,-1.98E-06,0.061783,2.7947,465,1.9216,0.06954,0.15122,-23.825,0.57119,694.37,'music'
-17.813,-1.53E-06,0.15263,1.8203,597,1.2701,0.10313,-0.51017,-23.149,-0.2837,1470.9,'speech'
-16.9,-1.69E-06,0.082784,2.4705,684,1.1786,0.32639,0.22119,-22.824,-0.18078,861.18,'speech'
-31.051,-1.18E-07,0.008547,4.2337,263,0.9469,-0.36866,-0.054548,-33.09,0.056854,187.53,'music'
-9.6623,-2.68E-06,0.069841,2.5252,822,0.9312,0.31252,0.23558,-22.191,0.34063,723.98,'speech'
-14.973,-1.10E-06,0.053968,1.9237,980,-0.12612,0.14202,-0.30939,-23.577,-0.075002,899.9,'speech'
-31.896,-4.15E-07,0.20415,1.1776,959,0.1254,-0.052079,0.18052,-25.625,-0.1824,2070.5,'speech'
-17.394,-1.32E-06,0.069109,4.5014,351,1.254,-0.20342,-0.093757,-25.147,0.22049,656.55,'music'
-26.698,-5.49E-07,0.06105,4.0337,366,0.78078,0.017616,0.093878,-27.047,-0.068702,515.63,'music'
-32.729,-1.04E-07,0.0014652,2.4652,792,0.33248,-0.0026768,0.09514,-32.193,0.059367,342.08,'speech'
-24.592,-7.60E-07,0.16972,1.244,743,1.482,-0.065892,-0.28179,-24.478,-0.11045,1849.9,'music'
-11.613,-2.62E-06,0.038095,2.047,722,0.8796,0.19932,-0.31998,-22.204,0.067686,711.24,'speech'
-16.517,-7.46E-07,0.19121,1.397,1496,0.064601,0.10694,0.11345,-23.514,0.098782,2276.4,'music'
-18.307,-8.28E-07,0.072772,2.2284,878,0.21507,0.29334,-0.060598,-25.107,0.054654,749.56,'music'
-17.146,-1.83E-06,0.11795,1.9521,949,0.87279,-0.54066,0.031302,-22.797,-0.12562,1388.9,'music'
-17.583,-1.52E-06,0.091087,2.6242,665,0.75218,0.7004,0.45525,-23.277,-0.28595,974.96,'speech'
-10.086,-4.93E-06,0.085958,3.554,467,-0.13363,0.23627,-0.068424,-20.929,-0.074802,741.11,'speech'
-32.474,-1.67E-07,0.098413,1.8497,1298,-0.13091,0.066128,-0.0013408,-28.46,-0.042382,1385.2,'speech'
-20.318,-9.74E-07,0.10061,2.5836,591,1.2283,-0.019651,0.0046227,-24.17,-0.28093,1030,'music'
-15.783,-1.40E-06,0.095482,3.709,562,1.5525,-0.19789,-0.36955,-24.246,0.31321,966.31,'speech'
-16.465,-1.27E-06,0.072527,2.484,454,1.3723,-0.19613,-0.30376,-26.039,-0.21575,402.96,'music'
-45.317,-6.94E-08,0.22686,1.4436,1368,-0.027676,0.096701,0.041868,-30.002,-0.059648,2461,'speech'
-18.923,-7.34E-07,0.057875,2.2885,1138,0.54473,0.069347,-0.023473,-26.121,0.10541,860.31,'music'
-21.38,-7.77E-07,0.047131,2.5961,582,0.88358,0.15229,-0.31307,-26.008,-0.098021,462.89,'music'
-26.151,-5.45E-07,0.17705,1.8565,1326,-0.024047,0.14116,0.0048287,-25.11,0.11474,1693.5,'music'
-12.012,-2.34E-06,0.069109,1.908,1329,0.46998,-0.27472,0.25387,-21.933,0.094935,1198.8,'music'
-27.389,-3.56E-07,0.084982,1.6762,1102,-0.19625,-0.23519,0.23397,-27.06,-0.022055,843.02,'music'
-9.7895,-3.25E-06,0.081807,3.1031,522,0.808,0.267,-0.0085245,-21.835,0.16453,785.66,'speech'
-22.384,-9.37E-07,0.17778,1.8386,677,1.7186,-0.18774,-0.3188,-24.187,-0.58679,1570.3,'music'
-27.017,-3.21E-07,0.057875,4.038,290,0.86639,0.4988,0.099149,-29.862,0.47933,463.3,'music'
-10.554,-2.39E-06,0.13651,-0.29807,1155,1.596,0.19173,0.17218,-21.742,0.32765,1853,'speech'
-18.416,-9.02E-07,0.036386,2.8195,725,0.45862,0.11957,-0.055473,-25.675,0.40585,536.77,'music'
-10.479,-3.13E-06,0.10891,1.0686,928,0.76245,-0.090492,0.23034,-21.093,-0.25553,929.68,'speech'
-18.827,-1.02E-06,0.099634,2.3986,827,0.32465,-0.017969,0.16064,-24.298,0.26002,840.04,'music'
-19.722,-1.11E-06,0.097436,1.8202,981,0.41054,0.19947,0.71641,-24.112,0.50192,1146.3,'music'
-15.341,-1.86E-06,0.16288,1.6883,689,1.4565,0.048802,-0.39503,-22.82,-0.46617,1710,'music'
-12.386,-3.48E-06,0.086691,2.6253,503,-0.42141,0.22559,-0.12502,-21.298,-0.10792,918.16,'speech'
-17.402,-9.31E-07,0.0884,2.1782,742,0.95425,0.56181,-0.1263,-24.335,-0.4453,1046.1,'speech'
-40.818,-1.19E-07,0.1558,1.6645,1310,0.2063,0.037116,0.084189,-29.081,-0.10188,1727,'speech'
-14.837,-2.27E-06,0.12357,2.0092,681,0.55036,0.19174,-0.39247,-21.726,-0.31751,1184.9,'music'
-26.568,-4.22E-07,0.025397,4.4156,226,1.1565,-0.082666,0.15157,-29.396,0.072781,236.56,'music'
-9.7604,-3.79E-06,0.10232,1.2163,676,1.3562,0.039702,0.22533,-20.613,0.68263,1197.7,'speech'
-28.951,-3.69E-07,0.20708,1.0449,1139,1.1649,-0.044633,-0.49961,-25.951,-0.26113,2037.9,'speech'
-18.722,-7.05E-07,0.047131,2.0298,680,1.7161,0.0087871,0.39174,-25.496,0.30632,761.16,'speech'
-14.104,-1.88E-06,0.16532,1.8259,552,1.2378,-0.39155,-0.16088,-23.121,-0.32838,1450.9,'music'
-21.008,-1.15E-06,0.15287,1.1299,713,1.6596,-0.16095,-0.26851,-24.09,-0.2781,1323.4,'music'
-16.913,-1.97E-06,0.072039,1.9636,932,0.6746,0.18965,-0.050001,-21.983,0.067551,921.35,'music'
-12.106,-4.08E-06,0.13309,3.487,507,2.6016,-0.53132,-0.50011,-21.803,0.21429,1442.6,'speech'
-40.754,-1.02E-07,0.16996,1.4732,1411,0.11064,-0.038779,0.047443,-28.987,-0.13828,2544.1,'speech'
-29.482,-3.88E-07,0.089621,1.815,727,1.1324,-0.0040624,-0.27687,-26.642,-0.46338,1185.1,'speech'
-11.325,-4.71E-06,0.083272,3.2353,700,-0.33146,0.17793,0.083802,-20.139,0.55029,1240.5,'speech'
-32.978,-1.24E-07,0.14335,1.2854,1297,0.55591,0.18834,0.041953,-28.579,-0.089843,2235.6,'speech'
-15.925,-1.57E-06,0.064225,3.654,491,0.26034,0.087117,-0.11706,-24.881,0.14472,340.08,'speech'
-21.847,-1.18E-06,0.17768,2.1394,598,1.9418,0.19431,-0.21711,-24.348,-0.39728,1094,'speech'
-26.576,-5.76E-07,0.17485,-0.50016,1032,0.99957,0.098656,-0.21789,-25.113,0.039607,1815.9,'speech'
-26.987,-3.39E-07,0.043956,1.5219,1291,0.11714,-0.088036,0.076121,-26.883,0.013256,941.82,'music'
-24.484,-7.65E-07,0.073748,2.2668,1114,-0.069399,0.19957,0.021322,-25.343,0.38548,863.01,'music'
-18.655,-9.73E-07,0.070574,2.3419,1086,0.51167,-0.095995,-0.075414,-25.804,-0.0035211,836.79,'music'
-25.092,-2.81E-07,0.02149,1.8791,833,0.86459,-0.004232,0.045606,-30.152,-0.030062,368.85,'music'
-13.464,-1.57E-06,0.06569,2.0059,769,1.0133,0.22314,0.35361,-23.451,0.26636,658.34,'music'
-18.48,-3.42E-07,0.35214,-0.90615,1273,-0.67464,0.015691,-0.37854,-23.987,0.13739,4163.8,'speech'
-23.37,-5.64E-07,0.041758,4.9679,266,0.074789,-0.38761,0.3269,-28.163,0.063431,486.7,'speech'
-19.748,-1.07E-06,0.092552,2.9223,548,0.59284,0.10995,-0.43956,-24.8,-0.31611,471.58,'speech'
-13.941,-1.07E-06,0.068132,2.532,622,0.73524,-0.93413,0.026458,-25.324,-0.33188,612.32,'music'
-12.934,-2.60E-06,0.058852,3.0327,607,0.52153,-0.06179,0.0087113,-22.18,-0.27302,574.82,'music'
-21.863,-7.70E-07,0.13651,1.6138,620,1.317,0.0010257,-0.40972,-25.355,-0.18123,1402.3,'music'
-23.128,-4.85E-07,0.0014652,2.4541,636,0.69064,0.17197,-0.10678,-26.989,-0.097973,376.04,'speech'
-11.485,-4.33E-06,0.084982,3.6619,513,1.1076,-0.13673,-0.56048,-20.783,-0.21416,873.95,'speech'
-21.425,-8.64E-07,0.061294,2.1182,917,-0.07269,0.014622,-0.17927,-24.569,-0.80105,829.49,'speech'
-17.01,-1.01E-06,0.045177,4.8077,248,0.73431,-0.14595,-0.18277,-27.043,-0.32182,386.83,'music'
-12.274,-1.92E-06,0.22369,1.6363,1524,0.60452,0.03535,-0.25833,-21.649,0.071959,1812.6,'speech'
-32.992,-2.14E-07,0.090598,2.2286,992,-0.2431,-0.050728,0.0249,-28.038,0.026688,745.29,'speech'
-27.254,-2.56E-07,0.0090354,1.03,1051,0.72717,0.17228,0.34153,-30.143,0.20058,476.99,'speech'
-17.574,-1.76E-06,0.1453,1.6818,1042,0.32303,0.14658,0.04751,-21.784,0.11469,1519.8,'music'
-10.305,-4.44E-06,0.095482,1.859,580,1.8239,-0.5172,-0.79231,-20.786,-0.14448,1390.9,'speech'
-9.9632,-3.01E-06,0.049084,1.099,823,1.3177,0.25594,-0.26009,-21.735,0.63332,836.49,'music'
-18.968,-1.19E-06,0.1956,1.1491,696,1.5969,0.24577,-0.13912,-23.725,-0.37007,1928.5,'music'
-35.732,-2.33E-07,0.19243,1.4507,1113,0.1615,0.098135,0.011475,-27.078,-0.28684,1847.6,'speech'
-16.374,-9.07E-07,0.046642,2.4361,962,-0.030013,-0.14857,0.096516,-24.949,0.09131,387.73,'music'
-22.673,-9.19E-07,0.11258,2.3522,774,0.22416,-0.047248,0.0016579,-24.116,-0.16637,1095.4,'music'
-15.409,-1.39E-06,0.046886,2.3344,549,1.2539,-0.12966,-0.25286,-24.93,-0.3137,387.66,'music'
-17.484,-9.71E-07,0.043712,4.3005,215,0.42905,0.38173,-0.32742,-26.955,-0.17759,343.51,'music'
-16.903,-1.24E-06,0.10891,1.0076,1306,0.49271,-0.47214,0.10632,-23.579,0.037085,1535.9,'music'
-15.22,-1.30E-06,0.038584,3.8764,292,0.60064,-0.2571,-0.053622,-25.678,-0.15769,305.89,'music'
-16.843,-1.46E-06,0.081807,2.423,893,0.3,-0.0020128,0.081219,-23.301,0.031913,817.27,'music'
-37.936,-1.10E-07,0.089377,1.6278,1225,0.069103,0.040119,-0.066807,-30.109,-0.14356,1027.2,'speech'
-18.458,-1.23E-06,0.042247,2.7139,634,0.9115,0.13158,-0.22654,-24.84,-0.17361,493.63,'music'
-22.966,-1.05E-06,0.12723,3.0785,876,0.13243,-0.11901,-0.49546,-24.732,-0.45162,752.31,'speech'
-14.2,-2.22E-06,0.056654,2.7286,893,0.52173,-0.17457,0.23528,-22.585,0.34559,571.94,'music'
-16.6,-4.87E-07,0.042979,2.4231,555,1.2463,-0.32335,-0.00071654,-27.438,0.038497,429.5,'speech'
-25.948,-3.12E-07,0.054945,2.2512,705,1.4542,0.20675,0.035613,-29.286,-0.63688,544.7,'music'
-21.447,-8.91E-07,0.06862,4.868,261,0.23478,0.30566,-0.36683,-26.543,0.39897,580.91,'music'
-25.853,-7.97E-07,0.1694,1.8537,1143,0.28134,-0.06654,-0.51782,-24.93,-0.53248,1346.1,'speech'
-14.484,-1.45E-06,0.036386,3.4092,448,2.2666,-0.038302,-0.49498,-25.237,-0.17824,409.93,'speech'
-18.437,-1.14E-06,0.0884,2.8363,544,1.5522,-0.09889,-0.17236,-24.196,-0.45449,904.49,'music'
-41.141,-1.12E-07,0.16142,1.602,1328,0.13589,0.09957,0.016915,-28.995,-0.11742,2053.5,'speech'
-23.488,-5.09E-07,0.022955,1.9862,505,0.46712,-0.052176,-0.048442,-28.824,-0.13037,270.37,'music'
-13.964,-2.52E-06,0.072283,3.4862,461,0.63845,-0.055266,-0.22117,-22.661,0.070828,859.65,'speech'
-33.094,-3.10E-07,0.10305,2.3474,887,0.84126,0.00026606,-0.14449,-27.256,-0.43383,881.8,'speech'
-14.185,-2.73E-06,0.13358,2.9841,497,1.7213,-0.17579,-0.20794,-22.193,-0.53022,1209.7,'music'
-34.835,-1.18E-07,0.15604,1.4929,1336,0.24163,0.058612,0.096226,-28.819,-0.0048649,2143.3,'speech'
-13.094,-1.98E-06,0.069353,3.0327,464,1.0011,-0.23495,-0.010213,-23.556,-0.24617,579.3,'music'
-12.685,-2.50E-06,0.1199,1.5952,718,0.62196,0.020999,0.039017,-21.721,0.059444,1124,'music'
-14.123,-1.92E-06,0.052503,4.8193,270,0.3142,-0.16514,0.24888,-24.319,0.067359,518.44,'speech'
-11.938,-2.87E-06,0.0779,2.2296,1133,0.38258,-0.35644,0.080782,-21.778,-0.08632,906.94,'music'
-11.419,-3.18E-06,0.056654,4.2137,464,1.2899,-0.095336,-0.58757,-22.187,-0.18328,592.13,'speech'
-28.567,-2.79E-07,0.02149,3.7285,212,1.0293,-0.10889,-0.092798,-30.626,0.019141,196.83,'music'
-11.692,-2.12E-06,0.24982,0.88966,1429,1.0302,0.16776,-0.4802,-21.048,0.047366,2408.9,'speech'
-17.998,-9.11E-07,0.080098,2.0763,791,0.35828,-0.45146,0.29137,-25.491,-0.16805,722.99,'music'
-22.004,-7.10E-07,0.050305,4.184,325,0.73511,-0.0006375,0.19564,-27.102,0.048309,485.25,'music'
-18.726,-1.34E-06,0.072283,2.673,558,1.1905,-0.2669,-0.4551,-24.106,-0.54961,537.29,'music'
-12.992,4.89E-08,0.16801,0.28199,1781,-0.26858,0.96453,-0.21641,-24.266,0.45026,3426.2,'music'
-21.066,-1.37E-06,0.060073,3.1731,481,-0.10832,-0.025448,0.043358,-24.184,-0.10863,699.79,'speech'
-27.815,-5.59E-07,0.096459,2.1401,759,0.72631,0.10491,-0.28331,-25.653,-0.6255,895.93,'speech'
-21.916,-7.15E-07,0.059829,4.5204,259,0.5033,-0.55278,0.091573,-27.325,-0.13802,507.88,'music'
-17.08,-1.67E-07,0.26056,-0.80075,1553,0.2706,0.054103,-0.020118,-25.92,-0.0046027,3613.5,'speech'
-16.554,-2.32E-06,0.1685,0.97732,1319,0.47389,-0.082525,0.02774,-20.416,-0.040273,2520.1,'music'
-19.29,-7.34E-07,0.089621,1.9528,1444,0.46357,-0.10428,0.081113,-26.2,0.024569,1187.5,'music'
-14.504,-1.46E-06,0.029822,1.735,715,1.0548,-0.22745,-0.011986,-24.274,-0.34332,436.57,'speech'
-23.466,-7.15E-07,0.18657,0.70695,1139,0.6879,0.25938,-0.14177,-24.186,-0.1958,1796.3,'music'
-13.724,-1.00E-06,0.11746,1.4981,1496,-0.45701,0.27391,0.15963,-24.348,0.30868,1360.1,'music'
-11.121,-3.36E-06,0.084005,1.8281,568,2.7985,-0.12953,-0.24735,-21.933,-0.087201,1067.2,'speech'
-21.493,-1.09E-06,0.062515,2.2721,716,0.78862,0.15523,0.11629,-24.479,0.35655,627.19,'music'
-13.305,-2.88E-06,0.16337,0.82618,858,0.94677,0.077153,-0.098861,-20.911,-0.25565,1676,'speech'
-12.442,-3.43E-06,0.11282,2.4067,490,0.5621,0.24781,-0.0087909,-21.284,0.36755,981.49,'speech'
-13.771,-2.10E-06,0.053724,3.6263,415,-0.34947,0.030301,0.22321,-22.918,0.060704,708.25,'speech'
-11.463,-2.29E-06,0.075214,3.3252,422,0.90811,-0.23414,0.058446,-23.487,-0.27939,675.2,'music'
-12.92,-2.30E-06,0.084493,2.4682,672,0.43116,-0.36088,-0.17174,-22.055,-0.077219,788.69,'music'
